запись превращение почему?,3.93,1.24,-1.79,1,FAIL
"таким частично воплощение вид, пришел,",7.48,1.7,-1.96,-1,FAIL
улыбкой.,7.91,0.36,-0.36,5,SUCCESS
приняли,7.84,0.12,-0.59,5,SUCCESS
"вижу,",8.35,0.37,-0.32,2,SUCCESS
"подсознании. личное пожалуй знаете, пробудил эут",5.72,0.59,-4.42,-3,FAIL
"повезет,",8.15,0.25,-0.45,1,FAIL
"тобой. личное, порядок",7.03,0.71,-1.55,-2,FAIL
"4.5 лицо. скорее, за сделать, чисел",3.58,2.05,-4.3,-4,FAIL
себе.,6.85,0.2,-0.56,3,SUCCESS
"легкомысленности существа. до огонь,",7.21,1.01,-1.97,-4,FAIL
"общем, где-то парься тела",7.8,0.54,-2.32,-4,FAIL
редкий существом. голосуешь? айрин,7.64,0.75,-2.15,-4,FAIL
"терпела плечу, оценочная",8.16,0.9,-1.2,-2,FAIL
"тому, понял лет падает проблема городской",6.83,1.4,-3.2,-4,FAIL
чистилище,8.01,0.23,-0.48,4,SUCCESS
темно. далеко откуда серьезно?,6.15,0.62,-2.6,-3,FAIL
а. 2,7.48,0.0,-1.46,-5,FAIL
один. рандом дорога,7.9,1.17,-0.97,-2,FAIL
выполняя резко,8.09,0.73,-0.67,3,SUCCESS
попробовал спросили,7.65,0.19,-1.26,3,SUCCESS
"ля zippo, ваша.",2.35,1.5,-2.41,1,FAIL
"объятиях, реальный амэ. гестия.",7.44,0.57,-2.36,-2,FAIL
трудно сигарету странного сам амэ,6.35,0.89,-3.08,-3,FAIL
"надзиратель тишина,",7.84,0.64,-0.79,-3,FAIL
первых,5.93,0.15,-0.67,2,SUCCESS
состояние ко проснись явно прозвучало,5.86,0.76,-3.37,-2,FAIL
"долго, появилось нет. поднимаясь рода, лифте",6.39,0.93,-3.82,-4,FAIL
"патент улице покорно навещать пока. жизнь неа,",6.54,1.89,-3.58,-4,FAIL
темное грубо,7.01,0.82,-0.69,-1,FAIL
живой,8.43,0.22,-0.46,5,SUCCESS
"агонию, метку, святым. вы, вторых",7.58,0.6,-3.03,-3,FAIL
девушкой. пойдешь вырубил ногой,7.7,1.26,-1.62,5,SUCCESS
классическую неужели осматривая мерзостями... колоссальную нечто,6.03,2.19,-2.7,-1,FAIL
почти ответили марком ирен.,5.49,1.09,-2.33,2,SUCCESS
"удачи, стала найдешь виду? сказал",7.48,1.01,-2.64,-4,FAIL
"низкий сел боя бизнес,",6.88,1.03,-2.02,-5,FAIL
провел голосуешь? холодный определять фарс,7.22,0.64,-3.08,-4,FAIL
"твой бездне, нее. смысла",6.73,0.75,-2.34,-3,FAIL
выехал,7.58,0.31,-0.42,5,SUCCESS
"оружие, вкусе скажите, никакого",7.74,1.07,-1.8,-4,FAIL
арк воскресят? свободной? выжил,7.12,0.73,-2.27,3,SUCCESS
сильно,5.46,0.06,-0.8,4,SUCCESS
"вас. каково энергию, нулю, писал",6.83,0.08,-3.74,-4,FAIL
хранится левитировать,5.6,0.51,-1.18,-4,FAIL
"чтобы бывали хотя, такой. бизнес,",4.48,1.28,-3.45,-4,FAIL
"ведешь какой-то улицы, повернулись сознания. форма ужасную",4.43,1.99,-4.66,-4,FAIL
искать скрип,8.42,0.74,-0.64,5,SUCCESS
"помню, анри, отвернулась мире",7.42,0.51,-2.42,2,SUCCESS
легкомысленности нового себя каратель,7.16,1.08,-1.91,1,FAIL
предложением к,5.55,0.47,-1.23,-4,FAIL
деформируется ослабил волей,7.7,0.99,-1.17,1,FAIL
тебя? звали никакого покраснела.,5.75,1.31,-2.02,1,FAIL
связалась баррьер? вероятность,7.93,0.52,-1.61,1,FAIL
дублирует мешает цвет дело?,3.47,0.84,-3.46,-2,FAIL
"глазами, зависимости окутала вырубил способностей, поете",7.05,0.69,-3.83,-3,FAIL
"скован реальности, пустым,",6.54,0.92,-1.43,-1,FAIL
довольно ней,7.6,0.45,-1.0,1,FAIL
закончили месяца мешает неприятны. увидел черным,6.55,1.54,-3.15,-3,FAIL
"тень, улицу нужно, познакомиться, задумавшись",5.87,0.33,-3.8,-4,FAIL
существование,8.47,0.36,-0.33,4,SUCCESS
пушо я. дэбик выходу сделал лицом шагая,4.5,1.86,-4.74,-1,FAIL
"что, три",7.28,0.81,-0.67,3,SUCCESS
абоминациями.,8.65,0.35,-0.33,4,SUCCESS
вырастет свой турник,5.9,1.01,-1.46,5,SUCCESS
чтол? напоминает нынешнюю полного ее. ирен. истребляла,2.88,2.07,-6.18,-1,FAIL
передо,7.26,0.52,-0.23,-1,FAIL
"мотоцикла, правильно, отсюда. приняла забьешь находится, вернулся,",5.2,-0.37,-6.03,-6,FAIL
"подсказывает, причинить выполнишь",6.83,0.57,-1.73,1,FAIL
нас.,7.7,0.2,-0.52,4,SUCCESS
жизни самые попал хорошие,6.35,1.48,-1.7,1,FAIL
прости. невежество привилегий бесконечную шутки,7.31,1.31,-2.39,-1,FAIL
"кармана, графы хорошо.",8.19,0.08,-2.01,-2,FAIL
классные,6.6,0.37,-0.41,5,SUCCESS
существует,8.13,0.51,-0.2,4,SUCCESS
качестве покой. никто повернулась поворачиваете,7.15,0.92,-2.82,-1,FAIL
"идеала чувствовали сделать любопытством представление, совершенно остановились.",2.44,4.16,-4.8,2,SUCCESS
"знаю, двойку",6.76,0.46,-1.08,3,SUCCESS
"лучший, переселение сюда произошло",6.94,0.99,-2.05,4,SUCCESS
сделал,9.02,0.17,-0.49,5,SUCCESS
извиниться... строк,8.48,0.36,-1.01,2,SUCCESS
"просто черный сделать помнишь знаете,",2.88,3.19,-2.7,1,FAIL
поспешил сверкали предложение имя.,6.36,-0.13,-3.3,-1,FAIL
ничего автосмены подключив,5.55,0.48,-2.07,-2,FAIL
волей,9.02,0.36,-0.31,4,SUCCESS
крайней патент классической.,7.96,0.54,-1.58,-3,FAIL
мелких,8.61,0.18,-0.5,4,SUCCESS
попал,7.17,0.4,-0.34,5,SUCCESS
"живой сильна, предыдущая оборудованием. местными",6.82,1.09,-2.74,-2,FAIL
"безжалостно роскошно. ухмылкой сюда, потрясенно.",6.83,1.57,-2.26,2,SUCCESS
"голос, эмоций... ними, напрямую, угрожающая ща почувствовала",6.88,1.97,-3.37,2,SUCCESS
"осях длинные никто твои. одинока душ, примерный",3.23,2.46,-5.32,-2,FAIL
помнишь.,8.29,0.34,-0.36,5,SUCCESS
твои случайным своем вообще,7.35,1.84,-1.11,2,SUCCESS
великой позволить,7.99,0.4,-1.02,4,SUCCESS
сарказмом. скован очень кажутся досадой,6.95,1.43,-2.36,2,SUCCESS
"той, дым. определять но?",6.29,1.05,-2.14,1,FAIL
ошарашена,9.0,0.14,-0.53,5,SUCCESS
нахуя главный сука искать рога собрал,2.95,4.31,-2.67,6,SUCCESS
"посреди ты! ожить? приятный выяснять, ситуацию,",5.05,1.49,-3.85,-1,FAIL
целом протянула,8.04,0.22,-1.19,1,FAIL
"сожалению, правы. исследовать мерзостями... представления, бессмертен? обманывают",6.17,1.63,-4.0,1,FAIL
"сигаретами? работу амэ. людей? испарились. это, открытый",5.8,1.54,-4.27,2,SUCCESS
"насколько собраны имени сойдет бессознательно плотной, баррьер",5.74,1.95,-3.89,1,FAIL
